Algorithm,Data Count,Thread Count,Execution Time (s)
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0019942020
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0028590690
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018073500
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017457590
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017138300
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018547250
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018237460
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017220310
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018688520
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017778430
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017462040
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017813420
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018198270
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017639010
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017689180
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017792260
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017286940
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018051070
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017309980
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017256130
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0019300430
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017434050
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017680630
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017829500
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0019333700
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017273000
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017113510
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018049230
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017418660
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017352790
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0018047950
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017431610
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017377830
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017951540
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017484290
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017328760
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017880980
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017631980
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017353410
Parallel-Shell-Sort-Hibbard-Sequence,10000,1,0.0017338600
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011568320
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011189930
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010888610
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012194430
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011294120
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011645350
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011497760
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011620060
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010969060
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011198450
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012220650
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011819300
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010900480
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011031840
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012822730
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011363350
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010979470
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011133210
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011705990
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011502450
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011614490
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011502260
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010924950
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011025840
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011129360
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012091360
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010953230
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010833940
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0013396570
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011387740
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010926910
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010814800
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011685160
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011335060
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011184460
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012406420
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011233740
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010861090
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011039370
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012641060
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011698700
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011233470
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011347880
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011359420
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011262700
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011041250
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0013409900
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011348150
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0013142940
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011964060
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011423590
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0014009230
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012069400
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011995400
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011538570
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011212060
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012176740
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011144530
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0019133010
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011837940
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012231890
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012041010
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0018645550
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011175350
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011601570
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012492020
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011374850
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012681030
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012189720
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0013181220
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011214320
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012988820
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011796290
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011654820
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012033070
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011391720
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011330590
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012607760
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011269040
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011271230
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012575050
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011401160
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011183110
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011311950
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012414890
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012951410
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011536370
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011067410
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011689470
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011403010
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011347570
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0012923420
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011552280
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011497190
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011356280
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011913350
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0010968910
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011859940
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011275300
Parallel-Shell-Sort-Hibbard-Sequence,10000,2,0.0011244080
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0007664480
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008301340
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009167920
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008965660
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008250910
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008298500
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010291180
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008441800
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008339700
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008115680
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008340490
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008658490
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0007792130
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009000080
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008027550
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009356620
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0011041240
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009264660
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009062180
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010325770
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009818240
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010041290
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010805730
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009219010
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008582210
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008945410
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010102970
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008890470
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009225190
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010565740
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008935390
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009235340
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0011113080
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010796830
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008965110
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009165720
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010098340
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008952680
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008940670
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010286220
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009645940
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008941740
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010709410
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010754850
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008831730
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009920370
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009896460
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009023210
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009990090
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009377250
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0014343360
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009739480
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008998680
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0012964080
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009832090
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009670650
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009477230
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0015761620
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010619240
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008934190
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008378720
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0019215920
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008298830
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008435850
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0011822750
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009114350
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008573480
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009783500
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008705330
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008665290
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009730520
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008414080
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009368240
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010108160
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008465800
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008071990
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0007844340
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008904100
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009508870
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008566970
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009206590
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008690120
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008474850
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008873540
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009601880
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008462220
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008342190
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0009242570
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0007939490
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008275040
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008478280
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0010110290
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008496390
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008186570
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008404470
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008590300
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008654950
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008091410
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008849710
Parallel-Shell-Sort-Hibbard-Sequence,10000,4,0.0008380410
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006578290
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007033300
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0025514730
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007592560
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006472030
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0027879900
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0010966110
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0009499600
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0022835160
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006546160
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006529340
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0051603770
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006525210
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006826960
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0124718160
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0242667160
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006530940
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0037102990
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0012920580
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006607910
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0142047620
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007745300
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006595740
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006663380
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0032848780
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006459730
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006666630
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0291151210
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0621080600
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0093354100
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006516840
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0612867390
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0125619840
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0160317280
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0008281470
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006589560
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0036862170
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0011712820
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0525121430
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0241274960
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0278007750
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006919010
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0215736760
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006476990
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0125947860
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0125385220
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0131277450
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0241987790
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007587300
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007341550
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0011166010
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0009019780
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006612440
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0076081880
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006592100
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0126763180
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006748860
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007624160
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0019253800
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0010570010
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006558810
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007391160
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006622780
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006617670
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0014027120
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006589840
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0011614070
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0520720410
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0013111670
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006460290
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007678990
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006575910
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006656830
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006703340
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0030212700
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0018489270
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006582810
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007401330
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0475530590
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006908950
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006644950
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007527630
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0124032800
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006519500
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0246349800
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0007446440
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0125250640
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0598055400
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0009993220
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006929820
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0022220280
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0026999440
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006817330
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006996920
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0019419650
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006928370
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0487467720
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0016168840
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006460540
Parallel-Shell-Sort-Hibbard-Sequence,10000,8,0.0006643840
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0012528290
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0016120570
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011126410
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0025095460
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0012276380
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010424860
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0018783350
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0013620580
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010845140
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0019671540
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0015845650
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010901330
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0016614960
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0012988150
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010950760
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010756140
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0022096960
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0014603010
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0013256080
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0017527060
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0020635920
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0012693940
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011975600
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0014362590
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011664090
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010941350
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0017390030
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0015767300
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011858510
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0015492190
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0036531110
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011010060
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011475440
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011615850
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010967870
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0020939420
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011878790
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011559310
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011450680
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011992640
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011915790
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011841400
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0017476990
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0012291790
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0011291230
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0015416040
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0016662510
Parallel-Shell-Sort-Hibbard-Sequence,10000,16,0.0010773920
